date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,8261.TW,富鼎,satellite,quality_value,122.0,-2.01,2.95,-4.69,17.31,3314365,4395523,0.75,117.72,105.36,98.7,-4.69,3.63,6,1,TREND,偏強可追蹤,中段延續中,2,正常,正常,波動劇烈、震幅過大、高檔無回檔,"波動劇烈,震幅過大,高檔無回檔",0,2,1,0,6.32,活潑
2026-05-07,8261.TW,富鼎,satellite,quality_value,128.0,4.92,7.56,0.0,17.97,8047800,4597091,1.75,118.7,105.89,98.93,0.0,7.83,10,1,TREND,進攻優勢區,中段延續中,0,正常,正常,震幅過大、高檔無回檔,"震幅過大,高檔無回檔",0,1,1,0,5.69,活潑
