date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,3324.TWO,雙鴻,theme,990.0,0.1,7.61,-4.35,-3.88,4127720,4568118,0.9,997.25,992.6,977.55,-14.29,-0.73,6,0,NONE,偏強可追蹤,還在觀察,,,,,,,,,,,,
2026-04-13,3324.TWO,雙鴻,theme,940.0,-5.05,3.3,-4.57,-10.48,5870319,4480890,1.31,991.75,991.52,977.77,-18.61,-5.22,3,0,NONE,一般觀察,還在觀察,,,,,,,,,,,,
2026-04-14,3324.TWO,雙鴻,theme,965.0,2.66,5.12,-2.82,-8.53,4482986,4493921,1.0,987.25,990.85,978.28,-16.45,-2.25,4,0,NONE,開始轉強,還在觀察,short_attack,,,,,,,,,,,
2026-04-15,3324.TWO,雙鴻,theme,972.0,0.73,-3.28,1.67,-6.09,2951201,4509973,0.65,984.1,990.75,978.79,-15.84,-1.23,3,0,NONE,一般觀察,還在觀察,short_attack,0.0,正常,,,,,,,,,
2026-04-16,3324.TWO,雙鴻,theme,1045.0,7.51,5.66,18.89,-0.48,9423484,4805699,1.96,983.85,992.42,979.96,-9.52,6.22,10,1,REBREAK,進攻優勢區,重新站上來了,short_attack,0.0,正常,,,,,,,,,
2026-04-17,3324.TWO,雙鴻,theme,1035.0,-0.96,4.55,12.5,0.49,5000778,4836346,1.03,984.1,993.58,981.03,-10.39,5.17,6,0,NONE,偏強可追蹤,還在觀察,short_attack,0.0,正常,,,,,,,,,
2026-04-20,3324.TWO,雙鴻,theme,1040.0,0.48,10.64,14.29,-2.8,3709482,4661280,0.8,982.6,994.87,981.4,-9.96,5.84,10,0,NONE,進攻優勢區,還在觀察,short_attack,0.0,正常,,,,,,,,,
2026-04-21,3324.TWO,雙鴻,theme,1050.0,0.96,8.81,14.38,-1.41,4318891,4659859,0.93,981.85,996.52,981.86,-9.09,6.94,10,0,NONE,進攻優勢區,還在觀察,short_attack,0.0,正常,,,,,,,,,
2026-04-22,3324.TWO,雙鴻,theme,1155.0,10.0,18.83,14.93,14.93,9393995,4949639,1.9,989.35,999.23,983.42,0.0,16.74,13,6,ACCEL,高風險追價區,有點過熱，別硬追,short_attack,7.0,疑似炒作風險高,4.62,活潑,,,,,,,
2026-04-23,3324.TWO,雙鴻,theme,1105.0,-4.33,5.74,11.73,9.95,11239399,5306918,2.12,994.35,1001.5,984.47,-4.33,11.13,9,3,NONE,進攻優勢區,還在觀察,short_attack,1.0,正常,5.36,活潑,,,,,,,
2026-04-24,3324.TWO,雙鴻,theme,1215.0,9.95,17.39,22.73,17.39,9014642,5540299,1.63,1003.35,1005.6,986.32,0.0,21.09,13,3,ACCEL,進攻優勢區,轉強速度有出來,short_attack,7.0,疑似炒作風險高,5.31,活潑,高檔脫離型,單日急拉、短線急漲、震幅過大,"單日急拉,短線急漲,震幅過大,乖離偏大,乖離過大,高檔無回檔,缺少趨勢支撐,加速但結構薄",2.0,1.0,3.0,2.0
2026-04-27,3324.TWO,雙鴻,theme,1180.0,-2.88,13.46,25.53,19.8,9451811,5597006,1.69,1013.1,1009.93,987.85,-2.88,16.47,14,3,"TREND,ACCEL",進攻優勢區,轉強速度有出來,short_attack,3.0,投機偏高,6.1,活潑,資金擁擠型,短線急漲、波動劇烈、震幅過大,"短線急漲,波動劇烈,震幅過大,乖離偏大,高檔無回檔",1.0,2.0,2.0,0.0
