date,ticker,name,close,ret5_pct,ret20_pct,volume,avg_vol20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,group,grade,ret1_pct,ret3_pct,ret10_pct,volume_ratio20,ma5,ma10,drawdown20_pct,drawdown60_pct,bias5_pct,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,2495.TW,普安,36.85,7.75,22.43,10383559,11646889,34.71,33.02,29.73,-6.71,6.16,11,0,TREND,進攻優勢區,中段延續中,theme,,1.94,,0.55,0.89,,,,,,,,,,,,,,,,,
2026-04-13,2495.TW,普安,39.4,23.13,29.61,14550197,12249732,35.16,33.16,29.87,-0.25,12.05,11,4,TREND,進攻優勢區,中段延續中,theme,,6.92,,13.54,1.19,,,,,,,,,,,,,,,,,
2026-04-14,2495.TW,普安,41.1,28.04,24.17,33077627,13261003,35.56,33.34,30.03,0.0,15.57,15,6,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,theme,,4.31,,17.93,2.49,,,,,,short_attack,,,,,,,,,,,
2026-04-15,2495.TW,普安,45.2,34.12,41.69,25276582,14215052,36.23,33.54,30.23,0.0,24.77,15,7,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,theme,,9.98,,32.16,1.78,,,,,,short_attack,7.0,疑似炒作風險高,,,,,,,,,
2026-04-16,2495.TW,普安,43.6,20.61,33.33,30442250,15491328,36.77,33.72,30.41,-3.54,18.57,15,8,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,theme,,-3.54,,31.52,1.97,,,,,,short_attack,7.0,疑似炒作風險高,,,,,,,,,
2026-04-17,2495.TW,普安,42.85,16.28,19.19,13508492,14887707,37.12,33.9,30.58,-5.2,15.44,12,2,TREND,進攻優勢區,中段延續中,theme,,-1.72,,25.29,0.91,,,,,,short_attack,3.0,投機偏高,,,,,,,,,
2026-04-20,2495.TW,普安,42.45,7.74,7.47,11621770,13484529,37.26,34.06,30.74,-6.08,13.91,9,1,NONE,進攻優勢區,還在觀察,theme,,-0.93,,32.66,0.86,,,,,,short_attack,2.0,正常,,,,,,,,,
2026-04-21,2495.TW,普安,44.45,8.15,13.1,16348268,11796964,37.52,34.28,30.92,-1.66,18.46,12,3,"TREND,ACCEL",進攻優勢區,轉強速度有出來,theme,,4.71,,38.47,1.39,,,,,,short_attack,1.0,正常,,,,,,,,,
2026-04-22,2495.TW,普安,44.4,-1.77,21.31,14106513,11882560,37.91,34.49,31.09,-1.77,17.11,7,3,TREND,偏強可追蹤,中段延續中,theme,,-0.11,,31.75,1.19,,,,,,short_attack,1.0,正常,6.04,活潑,,,,,,,
2026-04-23,2495.TW,普安,41.25,-5.39,13.79,13315161,11929521,38.16,34.65,31.22,-8.74,8.09,7,1,TREND,偏強可追蹤,中段延續中,theme,,-7.09,,14.11,1.12,,,,,,short_attack,0.0,正常,7.08,劇烈,,,,,,,
2026-04-24,2495.TW,普安,39.85,-7.0,8.73,9785070,12055948,38.32,34.81,31.35,-11.84,3.99,7,0,TREND,偏強可追蹤,中段延續中,theme,,-3.39,,8.14,0.81,,,,,,short_attack,1.0,正常,7.44,劇烈,正常,波動劇烈、震幅過大,"波動劇烈,震幅過大",0.0,2.0,0.0,0.0
2026-04-27,2495.TW,普安,40.85,-3.77,17.72,8546221,12125256,38.63,34.92,31.49,-9.62,5.75,8,0,TREND,進攻優勢區,中段延續中,theme,,2.51,,3.68,0.7,,,,,,short_attack,0.0,正常,7.66,劇烈,正常,波動劇烈、震幅過大,"波動劇烈,震幅過大",0.0,2.0,0.0,0.0
2026-04-28,2495.TW,普安,40.8,-8.21,17.07,5223113,12224980,38.93,35.04,31.63,-9.73,4.81,8,0,TREND,進攻優勢區,中段延續中,theme,,-0.12,,-0.73,0.43,,,,,,short_attack,0.0,正常,7.51,劇烈,正常,波動劇烈、震幅過大,"波動劇烈,震幅過大",0.0,2.0,0.0,0.0
2026-04-29,2495.TW,普安,40.95,-7.77,19.74,14169181,12802204,39.26,35.18,31.76,-9.4,4.29,7,0,TREND,偏強可追蹤,中段延續中,theme,,0.37,,-9.4,1.11,,,,,,short_attack,1.0,正常,7.28,劇烈,正常,波動劇烈、震幅過大,"波動劇烈,震幅過大",0.0,2.0,0.0,0.0
2026-04-30,2495.TW,普安,40.2,-2.55,21.27,5641545,12889364,39.62,35.27,31.9,-11.06,1.47,8,0,TREND,進攻優勢區,中段延續中,theme,,-1.83,,-7.8,0.44,,,,,,short_attack,0.0,正常,7.3,劇烈,正常,波動劇烈、震幅過大,"波動劇烈,震幅過大",0.0,2.0,0.0,0.0
