date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,6161.TWO,捷波,satellite,quality_value,44.0,-2.22,5.9,4.39,11.39,283431,108736,2.61,41.86,42.0,43.97,-20.58,5.11,11,2,PULLBACK,進攻優勢區,高檔拉回整理,0,正常,正常,爆量,爆量,0,1,0,0,2.31,標準
