date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,2383.TW,台光電,satellite,quality_value,4980.0,5.29,13.83,26.08,72.62,3374175,3186573,1.06,4059.0,2959.92,2244.42,0.0,22.69,8,7,TREND,高風險追價區,有點過熱，別硬追,7,疑似炒作風險高,高檔脫離型,短線急漲、波段急漲、20日飆漲,"短線急漲,波段急漲,20日飆漲,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",3,1,3,1,5.38,活潑
2026-05-07,2383.TW,台光電,satellite,quality_value,4960.0,0.2,11.71,22.02,56.47,2616263,3222294,0.81,4147.0,3010.42,2273.75,0.0,19.6,9,7,TREND,高風險追價區,有點過熱，別硬追,6,疑似炒作風險高,高檔脫離型,波段急漲、20日飆漲、震幅過大,"波段急漲,20日飆漲,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",2,1,3,1,5.54,活潑
