date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,6525.TW,捷敏-KY,satellite,quality_value,103.0,0.49,14.19,11.11,27.32,2241109,746935,3.0,90.91,84.37,80.46,0.0,13.3,12,4,"SURGE,TREND,ACCEL",進攻優勢區,題材正在發酵,5,投機偏高,急拉爆量型,短線急漲、波段急漲、爆量,"短線急漲,波段急漲,爆量,量能失衡,乖離偏大,高檔無回檔",2,2,2,0,4.17,活潑
2026-05-07,6525.TW,捷敏-KY,satellite,quality_value,109.5,6.31,20.07,13.59,31.14,3457974,899688,3.84,92.21,84.85,80.68,0.0,18.75,12,9,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,9,疑似炒作風險高,急拉爆量型,短線急漲、5日過熱、波段急漲,"短線急漲,5日過熱,波段急漲,爆量,量能失衡,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",3,3,3,1,4.43,活潑
