date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,3005.TW,神基,satellite,quality_value,97.3,-0.92,-0.1,-3.66,-1.62,2428371,4269610,0.57,98.75,107.8,111.56,-25.78,-1.47,5,0,"BASE,PULLBACK",開始轉強,低檔慢慢墊高,0,正常,正常,結構相對正常,,0,0,0,0,2.17,標準
2026-05-07,3005.TW,神基,satellite,quality_value,99.1,1.64,0.92,-2.84,-1.88,2978616,4216730,0.71,98.67,107.65,111.3,-24.13,0.44,6,0,"BASE,PULLBACK",偏強可追蹤,低檔慢慢墊高,0,正常,正常,結構相對正常,,0,0,0,0,2.13,標準
