date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,4919.TW,新唐,theme,91.6,1.78,-3.07,-9.31,3.27,10081206,17719733,0.57,93.15,73.55,64.51,-15.96,-1.66,5,0,NONE,開始轉強,還在觀察,,,,,,,,,,,,
2026-04-13,4919.TW,新唐,theme,100.5,9.72,8.77,7.83,20.07,17960218,17661929,1.02,93.99,74.37,64.82,-7.8,6.93,11,0,TREND,進攻優勢區,中段延續中,,,,,,,,,,,,
2026-04-14,4919.TW,新唐,theme,110.5,9.95,25.85,7.8,31.86,46575789,19429159,2.4,95.32,75.32,65.22,0.0,15.93,15,8,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,short_attack,,,,,,,,,,,
2026-04-15,4919.TW,新唐,theme,107.0,-3.17,17.07,12.75,26.63,39678346,20905994,1.9,96.45,76.19,65.59,-3.17,10.94,15,3,"SURGE,TREND,ACCEL",進攻優勢區,題材正在發酵,short_attack,2.0,正常,,,,,,,,,
2026-04-16,4919.TW,新唐,theme,117.5,9.81,30.56,32.02,42.94,25285496,21767231,1.16,98.21,77.23,66.06,0.0,19.64,11,7,TREND,高風險追價區,有點過熱，別硬追,short_attack,7.0,疑似炒作風險高,,,,,,,,,
2026-04-17,4919.TW,新唐,theme,129.0,9.79,40.83,36.51,42.7,10190415,21289890,0.48,100.14,78.49,66.64,0.0,28.82,12,7,TREND,高風險追價區,有點過熱，別硬追,short_attack,7.0,疑似炒作風險高,,,,,,,,,
2026-04-20,4919.TW,新唐,theme,141.5,9.69,40.8,53.14,42.35,4002546,20483706,0.2,102.25,79.94,67.32,0.0,38.39,12,7,TREND,高風險追價區,有點過熱，別硬追,short_attack,7.0,疑似炒作風險高,,,,,,,,,
2026-04-21,4919.TW,新唐,theme,144.5,2.12,30.77,64.58,32.57,78959876,22633668,3.49,104.02,81.45,68.0,0.0,38.92,15,9,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,short_attack,9.0,疑似炒作風險高,,,,,,,,,
2026-04-22,4919.TW,新唐,theme,154.0,6.57,43.93,68.49,50.98,13609540,21711549,0.63,106.62,83.06,68.77,0.0,44.44,12,9,TREND,高風險追價區,有點過熱，別硬追,short_attack,7.0,疑似炒作風險高,6.28,活潑,,,,,,,
2026-04-23,4919.TW,新唐,theme,147.0,-4.55,25.11,63.33,47.59,13140380,20394035,0.64,108.99,84.59,69.46,-4.55,34.87,12,7,TREND,高風險追價區,有點過熱，別硬追,short_attack,7.0,疑似炒作風險高,7.26,劇烈,,,,,,,
2026-04-24,4919.TW,新唐,theme,145.0,-1.36,12.4,58.3,43.56,6532260,19879545,0.33,111.19,86.06,70.13,-5.84,30.41,12,4,TREND,進攻優勢區,中段延續中,short_attack,5.0,投機偏高,7.81,劇烈,急拉爆量型,短線急漲、波段急漲、波動劇烈,"短線急漲,波段急漲,波動劇烈,震幅過大,乖離偏大,乖離過大",2.0,2.0,2.0,0.0
2026-04-27,4919.TW,新唐,theme,136.0,-6.21,-3.89,35.32,45.92,6793137,19355236,0.35,113.33,87.33,70.73,-11.69,20.0,8,4,TREND,進攻優勢區,中段延續中,short_attack,5.0,投機偏高,8.8,劇烈,急拉爆量型,波段急漲、20日飆漲、波動劇烈,"波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大",2.0,2.0,2.0,0.0
2026-04-28,4919.TW,新唐,theme,149.0,9.56,3.11,34.84,45.37,6849729,18275407,0.37,115.66,88.82,71.44,-3.25,28.83,8,5,TREND,進攻優勢區,中段延續中,short_attack,8.0,疑似炒作風險高,8.49,劇烈,急拉爆量型,單日急拉、波段急漲、20日飆漲,"單日急拉,波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",3.0,2.0,3.0,1.0
2026-04-29,4919.TW,新唐,theme,144.5,-3.02,-6.17,35.05,52.27,4347825,17391656,0.25,118.14,90.27,72.12,-6.17,22.32,8,6,TREND,高風險追價區,有點過熱，別硬追,short_attack,6.0,疑似炒作風險高,8.75,劇烈,急拉爆量型,波段急漲、20日飆漲、波動劇烈,"波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,追價風險高",2.0,2.0,2.0,1.0
