date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-04-24,2340.TW,台亞,satellite,midlong_core,36.85,-5.87,14.09,30.44,30.21,21733503,11558933,1.88,30.76,28.09,27.09,-14.2,19.8,12,5,"SURGE,TREND,ACCEL",進攻優勢區,題材正在發酵,7,疑似炒作風險高,急拉爆量型,短線急漲、波段急漲、爆量,"短線急漲,波段急漲,爆量,波動劇烈,震幅過大,乖離偏大,乖離過大,追價風險高",2,3,2,1,7.87,劇烈
2026-04-27,2340.TW,台亞,satellite,midlong_core,35.25,-4.34,-0.7,22.82,26.8,12863990,12038203,1.07,31.13,28.2,27.15,-17.93,13.23,5,1,TREND,開始轉強,中段延續中,3,投機偏高,資金擁擠型,波段急漲、波動劇烈、震幅過大,"波段急漲,波動劇烈,震幅過大,乖離偏大",1,2,1,0,8.48,劇烈
2026-04-28,2340.TW,台亞,satellite,midlong_core,35.35,0.28,-9.48,20.85,31.9,8165105,12301101,0.66,31.56,28.3,27.22,-17.69,12.01,6,3,TREND,偏強可追蹤,中段延續中,3,投機偏高,資金擁擠型,波段急漲、波動劇烈、震幅過大,"波段急漲,波動劇烈,震幅過大,乖離偏大",1,2,1,0,8.52,劇烈
2026-04-29,2340.TW,台亞,satellite,midlong_core,38.85,9.9,-9.55,32.37,53.25,12505940,12755821,0.98,32.23,28.47,27.32,-9.55,20.52,6,6,TREND,高風險追價區,有點過熱，別硬追,7,疑似炒作風險高,急拉爆量型,單日急拉、波段急漲、20日飆漲,"單日急拉,波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,追價風險高",3,2,2,1,8.09,劇烈
2026-04-30,2340.TW,台亞,satellite,midlong_core,38.05,-2.06,-2.81,17.98,57.23,25012964,13847407,1.81,32.93,28.64,27.42,-11.41,15.56,9,7,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,6,疑似炒作風險高,急拉爆量型,波段急漲、20日飆漲、爆量,"波段急漲,20日飆漲,爆量,波動劇烈,震幅過大,乖離偏大,追價風險高",2,3,1,1,8.34,劇烈
2026-05-04,2340.TW,台亞,satellite,midlong_core,40.05,5.26,8.68,23.99,58.3,21911087,14858637,1.47,33.66,28.85,27.53,-6.75,18.97,9,6,"TREND,ACCEL",高風險追價區,有點過熱，別硬追,6,疑似炒作風險高,急拉爆量型,波段急漲、20日飆漲、波動劇烈,"波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,追價風險高",2,2,2,1,8.43,劇烈
