date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-14,00878.TW,國泰永續高股息,etf,midlong_core,23.2,0.83,4.04,3.62,4.04,63483090,51855026,1.22,22.49,22.5,21.63,-2.27,3.14,5,1,NONE,開始轉強,還在觀察,0,正常,,,,,,,,,
2026-04-16,00878.TW,國泰永續高股息,etf,midlong_core,23.84,2.76,4.01,7.82,6.29,44452825,51435388,0.86,22.56,22.53,21.66,0.0,5.66,5,1,NONE,開始轉強,還在觀察,0,正常,,,,,,,,,
2026-04-15,00878.TW,國泰永續高股息,etf,midlong_core,23.39,0.82,2.05,5.79,4.28,89411006,53683297,1.67,22.54,22.52,21.65,-1.47,3.76,6,1,NONE,偏強可追蹤,還在觀察,0,正常,,,,,,,,,
2026-04-17,00878.TW,國泰永續高股息,etf,midlong_core,24.06,1.09,4.52,7.89,5.3,153036123,61942768,2.47,22.66,22.6,21.71,0.0,6.17,7,2,NONE,偏強可追蹤,還在觀察,0,正常,,,,,,,,,
2026-04-20,00878.TW,國泰永續高股息,etf,midlong_core,24.51,1.87,6.52,11.26,9.08,131212324,66085359,1.99,22.76,22.64,21.74,0.0,7.67,7,2,TREND,偏強可追蹤,中段延續中,0,正常,,,,,,,,,
2026-04-21,00878.TW,國泰永續高股息,etf,midlong_core,24.72,0.86,6.55,10.85,10.01,93512552,68761178,1.36,22.88,22.69,21.78,0.0,8.06,5,2,TREND,開始轉強,中段延續中,0,正常,1.42,穩健,,,,,,,
2026-04-22,00878.TW,國泰永續高股息,etf,midlong_core,25.1,1.54,7.31,9.51,13.68,108858976,70153842,1.55,23.03,22.74,21.82,0.0,9.0,8,2,TREND,進攻優勢區,中段延續中,0,正常,1.43,穩健,,,,,,,
2026-04-24,00878.TW,國泰永續高股息,etf,midlong_core,25.0,1.38,3.91,8.6,11.41,82297581,76676324,1.07,23.28,22.83,21.88,-0.4,7.37,3,1,TREND,一般觀察,中段延續中,0,正常,1.49,穩健,正常,高檔無回檔,高檔無回檔,0.0,0.0,1.0,0.0
2026-04-27,00878.TW,國泰永續高股息,etf,midlong_core,25.0,0.0,2.0,8.65,11.41,118193362,80913716,1.46,23.41,22.87,21.92,-0.4,6.79,4,1,TREND,開始轉強,中段延續中,0,正常,1.47,穩健,正常,高檔無回檔,高檔無回檔,0.0,0.0,1.0,0.0
2026-04-28,00878.TW,國泰永續高股息,etf,midlong_core,25.3,1.2,2.35,9.05,13.0,104894912,84703870,1.24,23.56,22.92,21.96,0.0,7.4,5,1,TREND,開始轉強,中段延續中,0,正常,1.4,穩健,正常,高檔無回檔,高檔無回檔,0.0,0.0,1.0,0.0
2026-04-30,00878.TW,國泰永續高股息,etf,midlong_core,25.39,0.36,2.96,6.68,16.41,73949364,85030805,0.87,23.9,23.02,22.03,0.0,6.25,5,1,TREND,開始轉強,中段延續中,0,正常,1.47,穩健,正常,高檔無回檔,高檔無回檔,0.0,0.0,1.0,0.0
