date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,3443.TW,創意,satellite,2665.0,0.38,13.16,7.68,12.21,2374272,2264836,1.05,2440.5,2481.17,2176.83,-3.79,9.2,7,2,NONE,偏強可追蹤,還在觀察,,,,,,,,,,,,
2026-04-13,3443.TW,創意,satellite,2775.0,4.13,19.61,9.25,21.18,2833595,2304595,1.23,2464.75,2488.75,2188.42,0.0,12.59,8,4,NONE,進攻優勢區,還在觀察,,,,,,,,,,,,
2026-04-14,3443.TW,創意,satellite,3050.0,9.91,28.96,23.98,33.48,3779730,2421042,1.56,2503.0,2498.17,2201.46,0.0,21.85,12,7,"SURGE,TREND,ACCEL",高風險追價區,有點過熱，別硬追,midlong_core,,,,,,,,,,,
2026-04-15,3443.TW,創意,satellite,3070.0,0.66,22.31,32.9,35.84,3605762,2536204,1.42,2543.5,2507.83,2214.42,0.0,20.7,9,7,"TREND,ACCEL",高風險追價區,有點過熱，別硬追,midlong_core,6.0,疑似炒作風險高,,,,,,,,,
2026-04-16,3443.TW,創意,satellite,3345.0,8.96,25.99,54.5,46.07,4048279,2668976,1.52,2596.25,2522.75,2229.79,0.0,28.84,11,7,"TREND,ACCEL",高風險追價區,有點過熱，別硬追,midlong_core,7.0,疑似炒作風險高,,,,,,,,,
2026-04-17,3443.TW,創意,satellite,3255.0,-2.69,22.14,38.22,29.42,1217554,2590621,0.47,2633.25,2537.58,2244.88,-2.69,23.61,9,5,TREND,進攻優勢區,中段延續中,midlong_core,4.0,投機偏高,,,,,,,,,
2026-04-20,3443.TW,創意,satellite,3580.0,9.98,29.01,54.31,37.16,1066867,2419518,0.44,2681.75,2556.67,2262.42,0.0,33.49,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,7.0,疑似炒作風險高,,,,,,,,,
2026-04-21,3443.TW,創意,satellite,3735.0,4.33,22.46,57.93,41.21,1017133,2303225,0.44,2736.25,2578.58,2281.29,0.0,36.5,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,6.0,疑似炒作風險高,,,,,,,,,
2026-04-22,3443.TW,創意,satellite,3675.0,-1.61,19.71,46.41,41.89,871862,2266181,0.38,2790.5,2599.5,2299.46,-1.61,31.7,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,6.0,疑似炒作風險高,5.21,活潑,,,,,,,
2026-04-23,3443.TW,創意,satellite,3910.0,6.39,16.89,47.27,56.09,1631352,2246910,0.73,2860.75,2622.92,2319.33,0.0,36.68,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,6.0,疑似炒作風險高,5.17,活潑,,,,,,,
2026-04-24,3443.TW,創意,satellite,4035.0,3.2,23.96,51.41,63.03,1700425,2188414,0.78,2938.75,2648.33,2339.0,0.0,37.3,9,9,TREND,高風險追價區,有點過熱，別硬追,midlong_core,8.0,疑似炒作風險高,5.53,活潑,高檔脫離型,短線急漲、5日過熱、波段急漲,"短線急漲,5日過熱,波段急漲,20日飆漲,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",4.0,1.0,3.0,1.0
2026-04-27,3443.TW,創意,satellite,3955.0,-1.98,10.47,42.52,55.71,1638724,2138860,0.77,3009.5,2669.33,2358.08,-1.98,31.42,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,7.0,疑似炒作風險高,6.25,活潑,急拉爆量型,波段急漲、20日飆漲、波動劇烈,"波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",2.0,2.0,3.0,1.0
2026-04-28,3443.TW,創意,satellite,4190.0,5.94,12.18,37.38,70.33,649674,2101439,0.31,3096.0,2694.17,2379.54,0.0,35.34,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,8.0,疑似炒作風險高,6.03,活潑,急拉爆量型,短線急漲、波段急漲、20日飆漲,"短線急漲,波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",3.0,2.0,3.0,1.0
2026-04-29,3443.TW,創意,satellite,4120.0,-1.67,12.11,34.2,78.35,571449,2014067,0.28,3186.5,2719.08,2400.54,-1.67,29.3,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,8.0,疑似炒作風險高,6.15,活潑,急拉爆量型,短線急漲、波段急漲、20日飆漲,"短線急漲,波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",3.0,2.0,3.0,1.0
2026-04-30,3443.TW,創意,satellite,4260.0,3.4,8.95,27.35,96.77,982159,1940308,0.51,3291.25,2747.17,2423.71,0.0,29.43,9,7,TREND,高風險追價區,有點過熱，別硬追,midlong_core,7.0,疑似炒作風險高,6.29,活潑,急拉爆量型,波段急漲、20日飆漲、波動劇烈,"波段急漲,20日飆漲,波動劇烈,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",2.0,2.0,3.0,1.0
