date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,4995.TWO,晶達,satellite,quality_value,45.0,2.62,6.89,2.51,10.84,112104,48926,2.29,42.43,41.39,41.4,0.0,6.06,13,2,TREND,進攻優勢區,中段延續中,0,正常,正常,爆量、高檔無回檔,"爆量,高檔無回檔",0,1,1,0,2.34,標準
2026-05-07,4995.TWO,晶達,satellite,quality_value,45.5,1.11,7.82,5.94,11.52,112223,53681,2.09,42.66,41.46,41.41,0.0,6.64,13,2,TREND,進攻優勢區,中段延續中,0,正常,正常,爆量、高檔無回檔,"爆量,高檔無回檔",0,1,1,0,2.4,標準
