date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-14,2884.TW,玉山金,core,midlong_core,32.7,2.03,0.93,1.55,-1.06,30915340,31237718,0.99,32.11,33.08,32.35,-6.84,1.84,5,0,NONE,開始轉強,還在觀察,,,,,,,,,,,
2026-04-15,2884.TW,玉山金,core,midlong_core,32.95,0.76,1.54,2.97,2.33,37815055,29787030,1.27,32.15,33.07,32.35,-6.13,2.5,5,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-16,2884.TW,玉山金,core,midlong_core,33.0,0.15,1.23,3.94,2.33,24377545,28294405,0.86,32.18,33.08,32.36,-5.98,2.53,5,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-17,2884.TW,玉山金,core,midlong_core,32.75,-0.76,1.55,1.39,1.55,23888253,27716667,0.86,32.21,33.08,32.36,-6.7,1.68,5,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-20,2884.TW,玉山金,core,midlong_core,32.85,0.31,2.5,2.18,3.63,38664279,27618825,1.4,32.27,33.08,32.36,-6.41,1.81,5,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-21,2884.TW,玉山金,core,midlong_core,32.95,0.3,0.76,1.7,3.62,38161539,26860929,1.42,32.32,33.09,32.36,-6.13,1.93,5,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-22,2884.TW,玉山金,core,midlong_core,33.05,0.3,0.3,1.85,6.1,42378354,27169620,1.56,32.42,33.1,32.36,-5.84,1.94,7,0,NONE,偏強可追蹤,還在觀察,0.0,正常,1.36,穩健,,,,,,,
2026-04-23,2884.TW,玉山金,core,midlong_core,32.45,-1.82,-1.67,-0.46,2.85,41935901,28196993,1.49,32.46,33.1,32.37,-7.55,-0.05,4,0,NONE,開始轉強,還在觀察,0.0,正常,1.42,穩健,,,,,,,
2026-04-24,2884.TW,玉山金,core,midlong_core,32.55,0.31,-0.61,0.93,1.4,38156168,28750744,1.33,32.49,33.1,32.37,-7.26,0.19,5,0,NONE,開始轉強,還在觀察,0.0,正常,1.39,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-27,2884.TW,玉山金,core,midlong_core,32.55,0.0,-0.91,1.56,0.62,40117644,29607650,1.35,32.5,33.09,32.37,-7.26,0.16,5,0,NONE,開始轉強,還在觀察,0.0,正常,1.46,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
