date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-14,2891.TW,中信金,core,midlong_core,53.1,-0.38,-4.84,0.19,3.51,45517593,42809566,1.06,53.15,51.96,48.32,-6.02,-0.09,3,0,NONE,一般觀察,還在觀察,,,,,,,,,,,
2026-04-15,2891.TW,中信金,core,midlong_core,52.8,-0.56,-6.55,1.73,1.73,54074851,43870603,1.23,53.19,52.02,48.41,-6.55,-0.74,4,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-16,2891.TW,中信金,core,midlong_core,53.4,1.14,-2.55,4.09,0.95,51334329,44544778,1.15,53.22,52.08,48.5,-5.49,0.34,4,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-17,2891.TW,中信金,core,midlong_core,53.1,-0.56,-1.67,-1.12,-0.38,44102017,45534038,0.97,53.21,52.14,48.59,-6.02,-0.21,4,0,NONE,開始轉強,還在觀察,0.0,正常,,,,,,,,,
2026-04-20,2891.TW,中信金,core,midlong_core,53.1,0.0,-0.38,-2.57,2.91,47080788,45764239,1.03,53.28,52.19,48.68,-6.02,-0.35,3,0,NONE,一般觀察,還在觀察,0.0,正常,,,,,,,,,
2026-04-21,2891.TW,中信金,core,midlong_core,53.0,-0.19,-0.19,-5.02,1.73,47048526,46270073,1.02,53.33,52.25,48.77,-6.19,-0.62,3,0,NONE,一般觀察,還在觀察,0.0,正常,,,,,,,,,
2026-04-22,2891.TW,中信金,core,midlong_core,53.5,0.94,1.33,-5.31,3.88,36184653,45045135,0.8,53.43,52.32,48.86,-5.31,0.13,5,0,NONE,開始轉強,還在觀察,0.0,正常,2.72,標準,,,,,,,
2026-04-23,2891.TW,中信金,core,midlong_core,52.7,-1.5,-1.31,-3.83,1.35,51400303,46233753,1.11,53.46,52.35,48.94,-6.73,-1.43,3,0,NONE,一般觀察,還在觀察,0.0,正常,2.6,標準,,,,,,,
2026-04-24,2891.TW,中信金,core,midlong_core,52.9,0.38,-0.38,-2.04,0.19,31438161,46296023,0.68,53.47,52.4,49.03,-6.37,-1.07,4,0,NONE,開始轉強,還在觀察,0.0,正常,2.48,標準,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-27,2891.TW,中信金,core,midlong_core,52.7,-0.38,-0.75,-1.13,-0.57,48577289,47734532,1.02,53.45,52.42,49.12,-6.73,-1.41,3,0,NONE,一般觀察,還在觀察,0.0,正常,2.24,標準,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-28,2891.TW,中信金,core,midlong_core,53.3,1.14,0.57,0.38,0.57,45259681,48348124,0.94,53.47,52.46,49.22,-5.66,-0.32,4,0,NONE,開始轉強,還在觀察,0.0,正常,2.04,標準,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-29,2891.TW,中信金,core,midlong_core,53.1,-0.38,-0.75,0.57,2.31,46579191,48371992,0.96,53.53,52.5,49.3,-6.02,-0.8,4,0,NONE,開始轉強,還在觀察,0.0,正常,1.88,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-30,2891.TW,中信金,core,midlong_core,52.3,-1.51,-0.76,-2.06,1.95,51698999,48994127,1.06,53.58,52.52,49.39,-7.43,-2.39,2,0,NONE,一般觀察,還在觀察,0.0,正常,1.86,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-05-04,2891.TW,中信金,core,midlong_core,52.9,1.15,0.0,-0.38,-1.49,38666797,47919631,0.81,53.54,52.57,49.48,-6.37,-1.2,5,0,NONE,開始轉強,還在觀察,0.0,正常,1.85,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-05-05,2891.TW,中信金,core,midlong_core,52.9,0.0,0.38,-0.38,-2.94,3152536,45551757,0.07,53.46,52.6,49.57,-6.37,-1.05,5,0,NONE,開始轉強,還在觀察,0.0,正常,1.77,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
