date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,4967.TW,十銓,satellite,quality_value,298.0,3.11,-1.65,24.95,40.24,31920626,18126895,1.76,250.2,228.64,194.56,-1.65,19.1,9,5,"SURGE,TREND,ACCEL",進攻優勢區,題材正在發酵,6,疑似炒作風險高,高檔脫離型,波段急漲、波動劇烈、震幅過大,"波段急漲,波動劇烈,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",1,2,3,1,6.51,劇烈
2026-05-07,4967.TW,十銓,satellite,quality_value,297.0,-0.34,4.03,13.36,32.29,30636098,19078922,1.61,253.82,229.32,195.86,-1.98,17.01,10,5,"SURGE,TREND,ACCEL",進攻優勢區,題材正在發酵,5,投機偏高,高檔脫離型,波段急漲、波動劇烈、震幅過大,"波段急漲,波動劇烈,震幅過大,乖離偏大,高檔無回檔,追價風險高",1,2,2,1,7.02,劇烈
