date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,2374.TW,佳能,theme,70.1,1.59,3.24,-2.77,-3.18,3631300,3184265,1.14,70.05,76.49,78.86,-25.56,0.06,4,0,PULLBACK,開始轉強,高檔拉回整理,,,,,,,,,,,,
2026-04-13,2374.TW,佳能,theme,70.8,1.0,6.47,-2.34,-0.14,2798336,3177843,0.88,70.05,76.37,78.73,-24.81,1.07,8,0,PULLBACK,進攻優勢區,高檔拉回整理,,,,,,,,,,,,
2026-04-14,2374.TW,佳能,theme,72.0,1.69,7.46,-0.28,1.98,5256863,3320259,1.58,70.12,76.24,78.6,-23.54,2.68,10,0,PULLBACK,進攻優勢區,高檔拉回整理,short_attack,,,,,,,,,,,
2026-04-15,2374.TW,佳能,theme,71.8,-0.28,4.21,3.31,0.14,4787925,3362372,1.42,70.13,76.12,78.48,-23.75,2.39,6,0,PULLBACK,偏強可追蹤,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-16,2374.TW,佳能,theme,72.2,0.56,4.64,8.25,0.56,3882905,3415693,1.14,70.15,76.03,78.38,-23.33,2.93,5,0,PULLBACK,開始轉強,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-17,2374.TW,佳能,theme,72.3,0.14,3.14,6.48,-0.96,2365696,3349436,0.71,70.11,75.93,78.31,-23.22,3.12,5,0,PULLBACK,開始轉強,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-20,2374.TW,佳能,theme,72.3,0.0,2.12,8.72,1.83,3825838,3393161,1.13,70.18,75.8,78.23,-23.22,3.03,4,0,PULLBACK,開始轉強,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-21,2374.TW,佳能,theme,74.9,3.6,4.03,11.79,6.54,5772705,3543755,1.63,70.41,75.75,78.18,-20.46,6.38,8,0,PULLBACK,進攻優勢區,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-22,2374.TW,佳能,theme,76.0,1.47,5.85,10.3,8.88,14472673,4003560,3.61,70.72,75.69,78.13,-19.29,7.47,9,2,NONE,進攻優勢區,還在觀察,short_attack,2.0,正常,3.07,標準,,,,,,,
2026-04-23,2374.TW,佳能,theme,71.0,-6.58,-1.66,2.9,2.01,9494887,4337401,2.19,70.79,75.55,78.07,-24.6,0.3,6,1,PULLBACK,偏強可追蹤,高檔拉回整理,short_attack,1.0,正常,3.76,標準,,,,,,,
2026-04-24,2374.TW,佳能,theme,71.3,0.42,-1.38,1.71,-1.11,4141922,4360166,0.95,70.75,75.36,77.97,-24.28,0.78,4,0,PULLBACK,開始轉強,高檔拉回整理,short_attack,0.0,正常,3.76,標準,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-27,2374.TW,佳能,theme,70.9,-0.56,-1.94,0.14,-2.21,4821930,4430087,1.09,70.67,75.2,77.87,-24.71,0.33,3,0,PULLBACK,一般觀察,高檔拉回整理,short_attack,0.0,正常,3.88,標準,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-28,2374.TW,佳能,theme,73.1,3.1,-2.4,1.53,1.25,5253340,4440318,1.18,70.71,75.07,77.78,-22.37,3.38,3,0,PULLBACK,一般觀察,高檔拉回整理,short_attack,0.0,正常,3.82,標準,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-29,2374.TW,佳能,theme,75.0,2.6,-1.32,4.46,7.91,16567258,5111715,3.24,70.99,74.95,77.7,-20.35,5.66,8,2,PULLBACK,進攻優勢區,高檔拉回整理,short_attack,1.0,正常,3.92,標準,正常,爆量、量能失衡,"爆量,量能失衡",0.0,2.0,0.0,0.0
2026-04-30,2374.TW,佳能,theme,78.4,4.53,10.42,8.59,17.54,29960283,6419899,4.67,71.57,74.82,77.62,-16.74,9.54,13,3,ACCEL,進攻優勢區,轉強速度有出來,short_attack,1.0,正常,4.12,活潑,正常,爆量、量能失衡,"爆量,量能失衡",0.0,2.0,0.0,0.0
2026-05-04,2374.TW,佳能,theme,82.0,4.59,15.01,13.42,20.77,27520815,7696627,3.58,72.28,74.8,77.59,-12.92,13.46,13,3,ACCEL,進攻優勢區,轉強速度有出來,short_attack,5.0,投機偏高,4.1,活潑,結構失配型,短線急漲、爆量、量能失衡,"短線急漲,爆量,量能失衡,乖離偏大,缺少趨勢支撐,加速但結構薄",1.0,2.0,1.0,2.0
