date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,5203.TW,訊連,satellite,quality_value,65.8,-2.08,3.62,1.7,5.11,287291,272711,1.05,64.06,67.7,80.39,-36.12,2.72,4,0,PULLBACK,開始轉強,高檔拉回整理,0,正常,正常,結構相對正常,,0,0,0,0,2.94,標準
2026-05-07,5203.TW,訊連,satellite,quality_value,65.2,-0.91,1.72,0.62,3.33,279816,268995,1.04,64.17,67.36,80.14,-36.7,1.61,4,0,PULLBACK,開始轉強,高檔拉回整理,0,正常,正常,結構相對正常,,0,0,0,0,2.88,標準
