date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-05-06,5490.TWO,同亨,satellite,quality_value,28.05,1.81,4.47,4.47,6.05,980070,522159,1.88,26.75,26.6,27.05,-7.27,4.84,10,1,NONE,進攻優勢區,還在觀察,1,正常,正常,爆量、走勢與訊號不匹配,"爆量,走勢與訊號不匹配",0,1,0,1,2.83,標準
2026-05-07,5490.TWO,同亨,satellite,quality_value,28.5,1.6,5.56,2.52,5.95,1161805,561496,2.07,26.83,26.64,27.04,-4.68,6.2,9,2,NONE,進攻優勢區,還在觀察,2,正常,正常,爆量、高檔無回檔、走勢與訊號不匹配,"爆量,高檔無回檔,走勢與訊號不匹配",0,1,1,1,2.99,標準
