date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,2881.TW,富邦金,core,87.6,-1.02,-0.23,-1.35,-1.79,20351718,18099919,1.12,88.12,91.46,92.13,-10.79,-0.59,3,0,NONE,一般觀察,還在觀察,,,,,,,,,,,,
2026-04-13,2881.TW,富邦金,core,86.7,-1.03,-1.25,-2.14,-3.02,17099835,17921504,0.95,87.98,91.29,92.13,-11.71,-1.46,4,0,NONE,開始轉強,還在觀察,,,,,,,,,,,,
2026-04-14,2881.TW,富邦金,core,87.6,1.04,-0.11,-0.11,-0.57,18050038,17840747,1.01,87.96,91.14,92.12,-10.79,-0.41,3,0,NONE,一般觀察,還在觀察,midlong_core,,,,,,,,,,,
2026-04-15,2881.TW,富邦金,core,87.5,-0.11,-1.91,1.27,-1.46,21034630,18243523,1.15,87.89,91.0,92.11,-10.9,-0.45,3,0,NONE,一般觀察,還在觀察,midlong_core,0.0,正常,,,,,,,,,
2026-04-16,2881.TW,富邦金,core,87.9,0.46,-0.68,2.21,-2.12,20729379,18040397,1.15,87.8,90.84,92.11,-10.49,0.11,4,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,,,,,,,,,
2026-04-17,2881.TW,富邦金,core,88.0,0.11,0.46,0.23,-1.68,24078612,18521412,1.3,87.72,90.72,92.1,-10.39,0.31,5,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,,,,,,,,,
2026-04-20,2881.TW,富邦金,core,87.2,-0.91,0.58,-0.68,-1.13,21759071,18337340,1.19,87.67,90.59,92.08,-11.2,-0.54,3,0,NONE,一般觀察,還在觀察,midlong_core,0.0,正常,,,,,,,,,
2026-04-21,2881.TW,富邦金,core,87.7,0.57,0.11,0.0,-1.02,18209986,17515712,1.04,87.63,90.48,92.07,-10.69,0.08,4,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,,,,,,,,,
2026-04-22,2881.TW,富邦金,core,88.3,0.68,0.91,-1.01,1.73,23316872,17449425,1.34,87.7,90.39,92.06,-10.08,0.68,5,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,1.49,穩健,,,,,,,
2026-04-23,2881.TW,富邦金,core,88.3,0.0,0.46,-0.23,1.38,26193198,18154709,1.44,87.76,90.29,92.05,-10.08,0.61,5,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,1.42,穩健,,,,,,,
2026-04-24,2881.TW,富邦金,core,87.8,-0.57,-0.23,0.23,-1.13,16615830,18312669,0.91,87.71,90.17,92.03,-10.59,0.1,5,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,1.4,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-27,2881.TW,富邦金,core,87.9,0.11,0.8,1.38,-0.79,24035589,18829161,1.28,87.68,90.06,92.0,-10.49,0.25,5,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,1.36,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-28,2881.TW,富邦金,core,88.6,0.8,1.03,1.14,1.03,20879110,19210861,1.09,87.72,89.97,91.97,-9.78,1.0,4,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,1.33,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-04-29,2881.TW,富邦金,core,91.3,3.05,3.4,4.34,5.67,37414429,20082407,1.86,87.97,89.94,91.96,-7.03,3.79,9,1,NONE,進攻優勢區,還在觀察,midlong_core,0.0,正常,1.38,穩健,正常,爆量、走勢與訊號不匹配,"爆量,走勢與訊號不匹配",0.0,1.0,0.0,1.0
2026-04-30,2881.TW,富邦金,core,90.0,-1.42,1.93,2.39,4.65,30824103,20803581,1.48,88.17,89.89,91.95,-8.35,2.08,7,0,NONE,偏強可追蹤,還在觀察,midlong_core,0.0,正常,1.44,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
2026-05-04,2881.TW,富邦金,core,91.0,1.11,3.64,3.41,3.64,49492596,22609230,2.19,88.33,89.85,91.95,-7.33,3.02,9,1,NONE,進攻優勢區,還在觀察,midlong_core,0.0,正常,1.67,穩健,正常,爆量、走勢與訊號不匹配,"爆量,走勢與訊號不匹配",0.0,1.0,0.0,1.0
2026-05-05,2881.TW,富邦金,core,90.7,-0.33,3.19,4.01,3.3,1733266,22176936,0.08,88.47,89.8,91.93,-7.64,2.51,7,0,NONE,偏強可追蹤,還在觀察,midlong_core,0.0,正常,1.63,穩健,正常,結構相對正常,,0.0,0.0,0.0,0.0
