date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,3035.TW,智原,satellite,149.5,-1.64,3.46,-1.32,-2.92,1704296,1998992,0.85,150.82,160.94,165.07,-18.97,-0.88,3,0,NONE,一般觀察,還在觀察,,,,,,,,,,,,
2026-04-13,3035.TW,智原,satellite,149.0,-0.33,7.19,-1.32,-2.93,1368941,1955931,0.7,150.6,160.62,164.97,-19.24,-1.06,5,0,NONE,開始轉強,還在觀察,,,,,,,,,,,,
2026-04-14,3035.TW,智原,satellite,153.0,2.68,9.29,1.66,0.99,2194324,1992526,1.1,150.68,160.32,164.85,-17.07,1.54,6,0,NONE,偏強可追蹤,還在觀察,midlong_core,,,,,,,,,,,
2026-04-15,3035.TW,智原,satellite,149.5,-2.29,-0.66,2.05,-3.86,3467477,2056880,1.69,150.38,159.86,164.69,-18.97,-0.58,5,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常,,,,,,,,,
2026-04-16,3035.TW,智原,satellite,156.5,4.68,2.96,10.99,-1.57,5653509,2215562,2.55,150.25,159.62,164.62,-15.18,4.16,6,2,NONE,偏強可追蹤,還在觀察,midlong_core,2.0,正常,,,,,,,,,
2026-04-17,3035.TW,智原,satellite,159.0,1.6,6.35,10.03,-3.05,5159507,2274989,2.27,150.0,159.48,164.64,-13.82,6.0,8,1,NONE,進攻優勢區,還在觀察,midlong_core,1.0,正常,,,,,,,,,
2026-04-20,3035.TW,智原,satellite,174.5,9.75,17.11,25.54,8.72,14407105,2898913,4.97,150.7,159.55,164.77,-5.42,15.79,10,4,ACCEL,進攻優勢區,轉強速度有出來,midlong_core,7.0,疑似炒作風險高,,,,,,,,,
2026-04-21,3035.TW,智原,satellite,180.0,3.15,17.65,28.57,14.29,22148041,3892723,5.69,151.82,159.76,164.93,-2.44,18.56,11,5,ACCEL,進攻優勢區,轉強速度有出來,midlong_core,8.0,疑似炒作風險高,,,,,,,,,
2026-04-22,3035.TW,智原,satellite,179.0,-0.56,19.73,18.94,18.54,17976144,4716653,3.81,153.22,159.91,165.07,-2.98,16.82,11,7,ACCEL,高風險追價區,有點過熱，別硬追,midlong_core,8.0,疑似炒作風險高,3.87,標準,,,,,,,
2026-04-23,3035.TW,智原,satellite,168.5,-5.87,7.67,10.86,13.85,19586020,5610425,3.49,154.25,159.92,165.1,-8.67,9.24,11,3,NONE,進攻優勢區,還在觀察,midlong_core,2.0,正常,4.68,活潑,,,,,,,
2026-04-24,3035.TW,智原,satellite,185.0,9.79,16.35,23.75,22.11,34250912,7280142,4.7,155.93,160.22,165.25,0.0,18.65,12,5,"SURGE,ACCEL",進攻優勢區,題材正在發酵,midlong_core,11.0,疑似炒作風險高,4.59,活潑,急拉爆量型,單日急拉、短線急漲、爆量,"單日急拉,短線急漲,爆量,量能失衡,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高,缺少趨勢支撐,加速但結構薄",2.0,3.0,3.0,3.0
2026-04-27,3035.TW,智原,satellite,186.5,0.81,6.88,25.17,23.51,51481821,9749740,5.28,157.7,160.47,165.32,0.0,18.26,11,5,"SURGE,ACCEL",進攻優勢區,題材正在發酵,midlong_core,8.0,疑似炒作風險高,5.06,活潑,高檔脫離型,爆量、量能失衡、震幅過大,"爆量,量能失衡,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高,加速但結構薄",0.0,3.0,3.0,2.0
2026-04-28,3035.TW,智原,satellite,176.5,-5.36,-1.94,15.36,17.28,20788797,10690916,1.94,159.0,160.53,165.32,-5.36,11.01,8,2,ACCEL,進攻優勢區,轉強速度有出來,midlong_core,3.0,投機偏高,5.36,活潑,資金擁擠型,爆量、震幅過大、乖離偏大,"爆量,震幅過大,乖離偏大,加速但結構薄",0.0,2.0,1.0,1.0
2026-04-29,3035.TW,智原,satellite,168.5,-4.53,-5.87,12.71,15.02,13576024,11256320,1.21,160.1,160.49,165.28,-9.65,5.25,7,0,NONE,偏強可追蹤,還在觀察,midlong_core,1.0,正常,5.81,活潑,正常,震幅過大,震幅過大,0.0,1.0,0.0,0.0
2026-04-30,3035.TW,智原,satellite,168.0,-0.3,-0.3,7.35,19.15,9707418,11594660,0.84,161.45,160.43,165.28,-9.92,4.06,8,0,TREND,進攻優勢區,中段延續中,midlong_core,0.0,正常,5.89,活潑,正常,震幅過大,震幅過大,0.0,1.0,0.0,0.0
2026-05-04,3035.TW,智原,satellite,169.0,0.6,-8.65,6.29,16.96,6124711,11843046,0.52,162.68,160.36,165.15,-9.38,3.89,8,0,TREND,進攻優勢區,中段延續中,midlong_core,0.0,正常,5.96,活潑,正常,震幅過大,震幅過大,0.0,1.0,0.0,0.0
