date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,3231.TW,緯創,theme,135.0,1.89,6.3,5.47,1.5,41318353,32499764,1.27,129.1,133.85,138.87,-14.83,4.57,10,0,NONE,進攻優勢區,還在觀察,,,,,,,,,,,,
2026-04-13,3231.TW,緯創,theme,134.5,-0.37,7.6,5.91,1.51,26649173,32743842,0.81,129.2,133.51,138.69,-15.14,4.1,10,0,NONE,進攻優勢區,還在觀察,,,,,,,,,,,,
2026-04-14,3231.TW,緯創,theme,136.5,1.49,10.53,7.48,1.87,38219552,32991692,1.16,129.32,133.21,138.57,-13.88,5.55,10,0,NONE,進攻優勢區,還在觀察,short_attack,,,,,,,,,,,
2026-04-15,3231.TW,緯創,theme,133.0,-2.56,1.53,5.98,-1.48,38851913,32828040,1.18,129.22,132.78,138.42,-16.09,2.92,6,0,NONE,偏強可追蹤,還在觀察,short_attack,0.0,正常,,,,,,,,,
2026-04-16,3231.TW,緯創,theme,134.0,0.75,1.13,9.39,0.0,35135274,32647045,1.08,129.22,132.5,138.32,-15.46,3.7,6,0,NONE,偏強可追蹤,還在觀察,short_attack,0.0,正常,,,,,,,,,
2026-04-17,3231.TW,緯創,theme,136.5,1.87,1.11,7.48,4.6,36436743,32229359,1.13,129.53,132.29,138.31,-13.88,5.39,6,0,NONE,偏強可追蹤,還在觀察,short_attack,0.0,正常,,,,,,,,,
2026-04-20,3231.TW,緯創,theme,140.5,2.93,4.46,12.4,10.2,77994003,34414032,2.27,130.18,132.2,138.33,-11.36,7.93,10,1,ACCEL,進攻優勢區,轉強速度有出來,short_attack,1.0,正常,,,,,,,,,
2026-04-21,3231.TW,緯創,theme,144.5,2.85,5.86,17.0,11.15,85081208,35439040,2.4,130.9,132.22,138.38,-8.83,10.39,9,2,ACCEL,進攻優勢區,轉強速度有出來,short_attack,1.0,正常,,,,,,,,,
2026-04-22,3231.TW,緯創,theme,144.0,-0.35,8.27,9.92,14.74,49576390,36345160,1.36,131.82,132.18,138.44,-9.15,9.24,11,1,NONE,進攻優勢區,還在觀察,short_attack,0.0,正常,3.03,標準,,,,,,,
2026-04-23,3231.TW,緯創,theme,139.5,-3.12,4.1,5.28,8.14,62304278,37791876,1.65,132.35,132.12,138.42,-11.99,5.4,10,0,TREND,進攻優勢區,中段延續中,short_attack,0.0,正常,3.43,標準,,,,,,,
2026-04-24,3231.TW,緯創,theme,139.5,0.0,2.2,3.33,8.98,17740240,36964103,0.48,132.93,132.03,138.39,-11.99,4.95,7,0,TREND,偏強可追蹤,中段延續中,short_attack,0.0,正常,3.38,標準,正常,結構相對正常,,0.0,0.0,0.0,0.0
