date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label
2026-04-14,2884.TW,玉山金,core,midlong_core,32.7,2.03,0.93,1.55,-1.06,30915340,31237718,0.99,32.11,33.08,32.35,-6.84,1.84,5,0,NONE,開始轉強,還在觀察,,
2026-04-15,2884.TW,玉山金,core,midlong_core,32.95,0.76,1.54,2.97,2.33,37815055,29787030,1.27,32.15,33.07,32.35,-6.13,2.5,5,0,NONE,開始轉強,還在觀察,0.0,正常
2026-04-16,2884.TW,玉山金,core,midlong_core,33.0,0.15,1.23,3.94,2.33,24377545,28294405,0.86,32.18,33.08,32.36,-5.98,2.53,5,0,NONE,開始轉強,還在觀察,0.0,正常
2026-04-17,2884.TW,玉山金,core,midlong_core,32.75,-0.76,1.55,1.39,1.55,23888253,27716667,0.86,32.21,33.08,32.36,-6.7,1.68,5,0,NONE,開始轉強,還在觀察,0.0,正常
2026-04-20,2884.TW,玉山金,core,midlong_core,32.85,0.31,2.5,2.18,3.63,38664279,27618825,1.4,32.27,33.08,32.36,-6.41,1.81,5,0,NONE,開始轉強,還在觀察,0.0,正常
