date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-04-24,6182.TWO,合晶,theme,short_attack,40.7,0.0,13.69,13.96,17.63,46548087,23629193,1.97,36.2,35.74,33.31,-9.56,12.43,14,2,"TREND,ACCEL",進攻優勢區,轉強速度有出來,3,投機偏高,資金擁擠型,短線急漲、爆量、波動劇烈,"短線急漲,爆量,波動劇烈,震幅過大,乖離偏大",1,3,1,0,6.53,劇烈
