date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label
2026-04-10,3035.TW,智原,satellite,149.5,-1.64,3.46,-1.32,-2.92,1704296,1998992,0.85,150.82,160.94,165.07,-18.97,-0.88,3,0,NONE,一般觀察,還在觀察,,,
2026-04-13,3035.TW,智原,satellite,149.0,-0.33,7.19,-1.32,-2.93,1368941,1955931,0.7,150.6,160.62,164.97,-19.24,-1.06,5,0,NONE,開始轉強,還在觀察,,,
2026-04-14,3035.TW,智原,satellite,153.0,2.68,9.29,1.66,0.99,2194324,1992526,1.1,150.68,160.32,164.85,-17.07,1.54,6,0,NONE,偏強可追蹤,還在觀察,midlong_core,,
2026-04-15,3035.TW,智原,satellite,149.5,-2.29,-0.66,2.05,-3.86,3467477,2056880,1.69,150.38,159.86,164.69,-18.97,-0.58,5,0,NONE,開始轉強,還在觀察,midlong_core,0.0,正常
2026-04-16,3035.TW,智原,satellite,156.5,4.68,2.96,10.99,-1.57,5653509,2215562,2.55,150.25,159.62,164.62,-15.18,4.16,6,2,NONE,偏強可追蹤,還在觀察,midlong_core,2.0,正常
2026-04-17,3035.TW,智原,satellite,159.0,1.6,6.35,10.03,-3.05,5159507,2274989,2.27,150.0,159.48,164.64,-13.82,6.0,8,1,NONE,進攻優勢區,還在觀察,midlong_core,1.0,正常
2026-04-20,3035.TW,智原,satellite,174.5,9.75,17.11,25.54,8.72,14407105,2898913,4.97,150.7,159.55,164.77,-5.42,15.79,10,4,ACCEL,進攻優勢區,轉強速度有出來,midlong_core,7.0,疑似炒作風險高
2026-04-21,3035.TW,智原,satellite,180.0,3.15,17.65,28.57,14.29,22148041,3892723,5.69,151.82,159.76,164.93,-2.44,18.56,11,5,ACCEL,進攻優勢區,轉強速度有出來,midlong_core,8.0,疑似炒作風險高
