date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag
2026-04-10,3711.TW,日月光投控,core,393.0,0.26,8.86,11.65,13.75,15087158,17502923,0.86,352.75,328.03,274.5,0.0,11.41,8,2,TREND,進攻優勢區,中段延續中,,,,,
2026-04-13,3711.TW,日月光投控,core,417.5,6.23,15.65,16.3,24.63,25289906,17940810,1.41,356.88,330.6,276.53,0.0,16.99,8,3,"TREND,ACCEL",進攻優勢區,轉強速度有出來,,,,,
2026-04-14,3711.TW,日月光投控,core,424.0,1.56,20.45,19.94,24.16,18668212,18212325,1.03,361.0,333.14,278.61,0.0,17.45,7,5,TREND,偏強可追蹤,中段延續中,midlong_core,,,,
2026-04-15,3711.TW,日月光投控,core,446.5,5.31,16.58,26.31,32.3,29996557,19109594,1.57,366.45,336.0,280.84,0.0,21.84,11,5,"SURGE,TREND,ACCEL",進攻優勢區,題材正在發酵,midlong_core,5.0,投機偏高,,
2026-04-16,3711.TW,日月光投控,core,450.5,0.9,14.92,37.14,31.73,23061150,19750912,1.17,371.88,338.95,283.15,0.0,21.14,7,5,TREND,偏強可追蹤,中段延續中,midlong_core,3.0,投機偏高,,
2026-04-17,3711.TW,日月光投控,core,442.0,-1.89,12.47,22.44,23.64,23839650,19619950,1.22,376.1,341.78,285.43,-1.89,17.52,8,3,"TREND,ACCEL",進攻優勢區,轉強速度有出來,midlong_core,0.0,正常,,
2026-04-20,3711.TW,日月光投控,core,461.5,4.41,10.54,27.84,33.0,21265170,19800435,1.07,381.82,344.76,287.79,0.0,20.87,7,5,TREND,偏強可追蹤,中段延續中,midlong_core,3.0,投機偏高,,
2026-04-21,3711.TW,日月光投控,core,472.0,2.28,11.32,34.09,37.21,17256547,19565641,0.88,388.23,347.8,290.12,0.0,21.58,8,5,TREND,進攻優勢區,中段延續中,midlong_core,3.0,投機偏高,,
2026-04-22,3711.TW,日月光投控,core,465.0,-1.48,4.14,21.41,41.12,16139657,19619932,0.82,395.0,350.64,292.37,-1.48,17.72,7,5,TREND,偏強可追蹤,中段延續中,midlong_core,3.0,投機偏高,4.92,活潑
