date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime
2026-04-14,2892.TW,第一金,core,midlong_core,28.6,0.53,0.0,0.53,-1.04,3429228,18848001,0.18,28.6,29.08,28.88,-4.98,-0.01,4,1,NONE,開始轉強,還在觀察
