date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score,atr_pct,volatility_tag
2026-04-24,2464.TW,盟立,satellite,midlong_core,91.7,8.39,16.08,33.09,23.25,26006991,9139610,2.85,75.14,72.35,67.27,-2.45,22.04,12,5,"SURGE,TREND,ACCEL",進攻優勢區,題材正在發酵,8,疑似炒作風險高,急拉爆量型,單日急拉、短線急漲、爆量,"單日急拉,短線急漲,爆量,量能失衡,震幅過大,乖離偏大,乖離過大,高檔無回檔,追價風險高",2,3,3,1,5.9,活潑
