date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label,atr_pct,volatility_tag
2026-04-14,2891.TW,中信金,core,midlong_core,53.1,-0.38,-4.84,0.19,3.51,45517593,42809566,1.06,53.15,51.96,48.32,-6.02,-0.09,3,0,NONE,一般觀察,還在觀察,,,,
2026-04-15,2891.TW,中信金,core,midlong_core,52.8,-0.56,-6.55,1.73,1.73,54074851,43870603,1.23,53.19,52.02,48.41,-6.55,-0.74,4,0,NONE,開始轉強,還在觀察,0.0,正常,,
2026-04-16,2891.TW,中信金,core,midlong_core,53.4,1.14,-2.55,4.09,0.95,51334329,44544778,1.15,53.22,52.08,48.5,-5.49,0.34,4,0,NONE,開始轉強,還在觀察,0.0,正常,,
2026-04-17,2891.TW,中信金,core,midlong_core,53.1,-0.56,-1.67,-1.12,-0.38,44102017,45534038,0.97,53.21,52.14,48.59,-6.02,-0.21,4,0,NONE,開始轉強,還在觀察,0.0,正常,,
2026-04-20,2891.TW,中信金,core,midlong_core,53.1,0.0,-0.38,-2.57,2.91,47080788,45764239,1.03,53.28,52.19,48.68,-6.02,-0.35,3,0,NONE,一般觀察,還在觀察,0.0,正常,,
2026-04-21,2891.TW,中信金,core,midlong_core,53.0,-0.19,-0.19,-5.02,1.73,47048526,46270073,1.02,53.33,52.25,48.77,-6.19,-0.62,3,0,NONE,一般觀察,還在觀察,0.0,正常,,
2026-04-22,2891.TW,中信金,core,midlong_core,53.5,0.94,1.33,-5.31,3.88,36184653,45045135,0.8,53.43,52.32,48.86,-5.31,0.13,5,0,NONE,開始轉強,還在觀察,0.0,正常,2.72,標準
2026-04-23,2891.TW,中信金,core,midlong_core,52.7,-1.5,-1.31,-3.83,1.35,51400303,46233753,1.11,53.46,52.35,48.94,-6.73,-1.43,3,0,NONE,一般觀察,還在觀察,0.0,正常,2.6,標準
2026-04-24,2891.TW,中信金,core,midlong_core,53.1,0.76,0.0,-1.67,0.57,16241728,45536202,0.36,53.48,52.4,49.03,-6.02,-0.71,4,0,NONE,開始轉強,還在觀察,0.0,正常,2.48,標準
