date,ticker,name,group,layer,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,spec_risk_score,spec_risk_label
2026-04-14,00679B.TWO,元大美債20年,etf,defensive_watch,27.17,0.26,-0.51,0.33,-0.62,48460000,41975900,1.15,27.28,27.25,27.13,-2.96,-0.4,2,1,NONE,一般觀察,還在觀察,,
2026-04-15,00679B.TWO,元大美債20年,etf,defensive_watch,27.26,0.33,-0.51,0.26,-0.62,59774000,43928000,1.36,27.27,27.26,27.14,-2.64,-0.04,5,1,NONE,開始轉強,還在觀察,0.0,正常
2026-04-16,00679B.TWO,元大美債20年,etf,defensive_watch,27.09,-0.62,-0.95,-1.53,-0.84,24244000,43639050,0.56,27.26,27.26,27.14,-3.25,-0.62,3,1,BASE,一般觀察,低檔慢慢墊高,0.0,正常
2026-04-17,00679B.TWO,元大美債20年,etf,defensive_watch,26.91,-0.66,-1.18,-1.72,-2.15,23251977,42214098,0.55,27.23,27.25,27.14,-3.89,-1.18,3,1,BASE,一般觀察,低檔慢慢墊高,0.0,正常
