date,ticker,name,close,ret5_pct,ret20_pct,volume,avg_vol20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,group,grade,ret1_pct,ret3_pct,ret10_pct,volume_ratio20,ma5,ma10,drawdown20_pct,drawdown60_pct,bias5_pct,layer,spec_risk_score,spec_risk_label
2026-04-10,3057.TW,喬鼎,17.35,10.16,11.94,257228,295326,16.23,17.32,16.18,-27.41,6.88,10,0,PULLBACK,進攻優勢區,高檔拉回整理,theme,,9.81,,4.83,0.87,,,,,,,,
2026-04-13,3057.TW,喬鼎,17.3,10.54,13.07,492689,311706,16.33,17.22,16.21,-27.62,5.92,13,0,"ACCEL,PULLBACK",進攻優勢區,轉強速度有出來,theme,,-0.29,,3.28,1.58,,,,,,,,
2026-04-14,3057.TW,喬鼎,18.75,20.19,24.58,645985,337917,16.52,17.14,16.26,-21.55,13.52,14,4,"SURGE,ACCEL,PULLBACK",進攻優勢區,題材正在發酵,theme,,8.38,,16.82,1.91,,,,,,short_attack,,
2026-04-15,3057.TW,喬鼎,19.0,18.38,28.38,1250408,392761,16.73,17.07,16.31,-20.5,13.59,14,5,"SURGE,ACCEL,PULLBACK",進攻優勢區,題材正在發酵,theme,,1.33,,18.38,3.18,,,,,,short_attack,8.0,疑似炒作風險高
2026-04-16,3057.TW,喬鼎,18.1,14.56,19.47,483343,408813,16.87,17.0,16.35,-24.27,7.26,10,0,PULLBACK,進攻優勢區,高檔拉回整理,theme,,-4.74,,19.08,1.18,,,,,,short_attack,0.0,正常
