date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime
2026-04-10,6147.TWO,頎邦,satellite,106.0,9.84,38.74,49.72,90.99,47872611,41744457,1.15,75.32,61.88,58.37,0.0,40.73,8,9,TREND,高風險追價區,有點過熱，別硬追
